['92', '157', '806', '117', '46', '624', '617', '660', '562', '279', '551', '807', '278', '291', '2', '206', '88', '813', '661', '165']
['547', '213', '867', '21', '38', '780', '131', '188', '425', '154', '350', '631', '406', '347', '854', '746', '164', '232', '115', '175']
['569', '767', '273', '359', '202', '865', '960', '251', '504', '423', '564', '644', '405', '638', '40', '692', '720', '375', '458', '912']
['427', '545', '777', '249', '221', '184', '760', '691', '518', '685', '531', '443', '241', '626', '69', '290', '607', '216', '399', '133']
['977', '339', '5', '677', '536', '426', '516', '108', '57', '953', '540', '36', '546', '905', '348', '941', '322', '35', '634', '744']
['163', '248', '287', '445', '55', '567', '31', '796', '137', '621', '384', '697', '690', '20', '0', '853', '845', '517', '470', '815']
['376', '139', '883', '176', '715', '283', '349', '300', '102', '995', '681', '286', '260', '477', '861', '180', '106', '243', '45', '418']
['668', '752', '453', '469', '863', '361', '494', '4', '152', '924', '194', '256', '235', '282', '196', '872', '667', '975', '297', '868']
['978', '274', '581', '215', '798', '378', '881', '834', '606', '174', '295', '742', '754', '727', '911', '149', '281', '721', '539', '511']
['585', '127', '491', '271', '321', '218', '96', '728', '618', '984', '736', '784', '768', '891', '304', '793', '684', '896', '781', '630']
['120', '205', '210', '94', '534', '15', '835', '333', '246', '236', '561', '128', '928', '735', '693', '153', '76', '514', '467', '397']
['751', '959', '459', '950', '600', '877', '650', '533', '82', '148', '352', '336', '610', '485', '958', '582', '989', '889', '792', '509']
['906', '151', '907', '476', '72', '342', '680', '980', '488', '936', '802', '457', '420', '47', '862', '902', '659', '753', '362', '341']
['576', '525', '654', '939', '597', '512', '13', '859', '186', '474', '831', '899', '705', '56', '472', '64', '875', '144', '508', '628']
['557', '757', '460', '289', '945', '614', '587', '43', '81', '414', '390', '78', '51', '305', '48', '947', '67', '666', '916', '326']
['308', '932', '229', '996', '421', '493', '402', '855', '456', '683', '353', '257', '101', '820', '437', '553', '663', '716', '795', '672']
['986', '91', '233', '718', '625', '819', '370', '709', '887', '328', '182', '432', '136', '766', '616', '415', '97', '698', '771', '662']
['679', '6', '653', '230', '338', '556', '34', '89', '573', '965', '623', '979', '482', '388', '258', '695', '575', '178', '374', '594']
['974', '589', '647', '943', '580', '492', '462', '129', '803', '833', '193', '263', '223', '227', '762', '730', '118', '170', '438', '122']
['884', '688', '870', '306', '940', '224', '200', '574', '499', '123', '502', '702', '302', '507', '812', '207', '141', '404', '864', '314']
['167', '103', '904', '60', '988', '332', '956', '335', '58', '17', '435', '183', '66', '392', '934', '498', '264', '383', '890', '312']
['523', '284', '926', '779', '245', '166', '364', '440', '179', '261', '629', '778', '33', '682', '367', '296', '656', '913', '635', '277']
['615', '217', '826', '112', '729', '87', '313', '748', '105', '325', '591', '126', '380', '674', '657', '135', '505', '169', '515', '500']
['409', '360', '851', '529', '689', '377', '775', '318', '85', '967', '931', '783', '162', '222', '320', '737', '929', '609', '22', '944']
['817', '678', '294', '559', '372', '871', '110', '572', '866', '330', '985', '495', '238', '269', '100', '44', '558', '970', '431', '741']
['496', '311', '329', '818', '480', '878', '61', '652', '981', '95', '948', '860', '391', '234', '450', '991', '371', '604', '761', '731']
['461', '703', '527', '71', '879', '293', '468', '382', '244', '242', '209', '973', '111', '920', '199', '506', '935', '191', '398', '436']
['449', '28', '873', '722', '301', '121', '643', '519', '588', '673', '475', '8', '337', '355', '524', '317', '373', '963', '966', '869']
['993', '18', '521', '776', '395', '262', '758', '645', '544', '455', '999', '785', '447', '670', '543', '125', '530', '189', '140', '997']
['809', '316', '922', '70', '850', '501', '590', '226', '481', '387', '214', '909', '578', '487', '497', '554', '143', '651', '649', '611']
['825', '565', '664', '62', '401', '80', '707', '30', '107', '764', '957', '394', '484', '407', '586', '358', '599', '288', '952', '192']
['822', '774', '805', '919', '204', '134', '739', '303', '732', '755', '971', '486', '694', '489', '147', '275', '412', '601', '903', '319']
['27', '763', '839', '220', '84', '98', '880', '592', '410', '464', '345', '790', '417', '605', '93', '700', '298', '39', '954', '351']
