['419', '466', '39', '988', '618', '506', '280', '48', '454', '71']
['152', '780', '27', '915', '237', '623', '250', '407', '971', '781']
['163', '816', '245', '134', '512', '558', '633', '69', '287', '671']
['928', '728', '643', '483', '364', '382', '713', '87', '65', '607']
['394', '447', '35', '714', '16', '644', '438', '948', '234', '791']
['657', '225', '468', '38', '960', '996', '14', '84', '521', '997']
['832', '803', '545', '718', '212', '173', '294', '159', '486', '839']
['360', '6', '561', '975', '315', '977', '696', '863', '482', '238']
['712', '547', '854', '325', '37', '891', '372', '529', '538', '788']
['73', '91', '942', '555', '605', '808', '548', '813', '729', '882']
['924', '239', '343', '479', '587', '580', '738', '349', '495', '282']
['531', '96', '369', '26', '799', '248', '251', '474', '230', '30']
['196', '736', '67', '83', '707', '112', '603', '665', '860', '672']
['455', '742', '783', '62', '425', '670', '621', '732', '472', '351']
['11', '927', '156', '876', '330', '820', '162', '837', '111', '327']
['335', '307', '259', '180', '476', '353', '821', '862', '388', '793']
['889', '983', '514', '281', '503', '106', '160', '244', '520', '246']
['684', '829', '663', '434', '20', '950', '374', '638', '815', '497']
['227', '554', '819', '826', '296', '459', '706', '564', '501', '286']
['892', '939', '219', '667', '430', '442', '441', '526', '300', '291']
['298', '265', '921', '775', '194', '0', '253', '243', '536', '122']
['131', '920', '491', '169', '88', '716', '172', '785', '179', '480']
['751', '857', '385', '76', '182', '721', '95', '249', '917', '641']
['709', '254', '340', '651', '588', '870', '525', '700', '995', '278']
['477', '974', '127', '153', '518', '303', '332', '801', '535', '771']
['748', '33', '439', '103', '767', '992', '969', '378', '424', '630']
['725', '865', '551', '150', '675', '678', '937', '129', '542', '90']
['627', '507', '768', '790', '137', '42', '944', '741', '624', '429']
['31', '569', '851', '770', '1', '383', '359', '290', '66', '831']
['513', '589', '157', '505', '647', '68', '655', '321', '807', '639']
['222', '58', '852', '100', '717', '12', '981', '964', '776', '524']
['640', '224', '940', '231', '528', '415', '830', '654', '107', '612']
['293', '208', '211', '850', '658', '279', '421', '912', '549', '704']
['188', '404', '686', '622', '89', '350', '333', '871', '124', '326']
['592', '898', '840', '178', '844', '375', '985', '371', '673', '955']
['204', '141', '900', '453', '763', '93', '201', '263', '583', '391']
['953', '620', '562', '213', '782', '903', '397', '118', '666', '550']
['990', '941', '516', '904', '183', '635', '125', '847', '698', '838']
['710', '456', '642', '896', '929', '305', '481', '910', '214', '916']
['464', '451', '833', '148', '18', '952', '979', '868', '304', '450']
['496', '978', '879', '380', '168', '652', '703', '405', '758', '563']
['207', '247', '693', '256', '610', '187', '766', '674', '492', '522']
['565', '9', '872', '126', '951', '806', '355', '508', '283', '778']
['932', '191', '509', '342', '578', '958', '894', '86', '356', '744']
['422', '354', '632', '205', '460', '991', '961', '909', '473', '938']
['567', '465', '947', '575', '895', '302', '116', '515', '586', '733']
['556', '17', '571', '484', '416', '634', '154', '61', '235', '662']
['650', '749', '142', '70', '511', '726', '104', '559', '387', '893']
['968', '772', '965', '99', '22', '51', '209', '113', '273', '299']
['987', '626', '357', '822', '367', '648', '56', '314', '423', '363']
['779', '301', '461', '874', '875', '114', '855', '999', '462', '240']
['220', '449', '406', '469', '530', '399', '945', '628', '123', '923']
['50', '859', '200', '754', '890', '193', '973', '504', '236', '598']
['143', '184', '532', '489', '63', '463', '752', '144', '80', '661']
['796', '922', '883', '435', '546', '323', '925', '902', '629', '277']
['867', '347', '135', '539', '452', '560', '601', '3', '252', '858']
['723', '166', '774', '198', '676', '433', '437', '810', '680', '606']
['825', '276', '800', '400', '175', '907', '677', '115', '445', '487']
