['906', '637', '308', '21', '368', '873', '183', '352', '46', '129', '111', '267', '315', '564', '128', '317', '197', '447', '975', '88']
['756', '725', '103', '503', '993', '887', '769', '798', '89', '186', '61', '758', '992', '820', '812', '524', '23', '135', '966', '773']
['163', '176', '338', '221', '131', '328', '184', '840', '416', '689', '343', '863', '242', '16', '823', '601', '240', '465', '861', '844']
['867', '939', '220', '58', '836', '436', '432', '766', '499', '832', '345', '507', '675', '804', '785', '928', '373', '243', '741', '351']
['62', '229', '757', '707', '919', '30', '480', '764', '518', '333', '358', '152', '238', '629', '710', '740', '383', '438', '813', '192']
['708', '210', '874', '14', '52', '323', '386', '294', '407', '871', '462', '147', '279', '602', '412', '495', '258', '266', '375', '312']
['145', '401', '195', '654', '780', '134', '794', '32', '37', '931', '443', '132', '472', '771', '793', '853', '171', '876', '716', '611']
['547', '643', '188', '476', '200', '921', '789', '43', '455', '783', '390', '927', '415', '924', '69', '260', '68', '180', '12', '106']
['679', '332', '224', '901', '251', '572', '531', '705', '782', '551', '104', '282', '612', '222', '856', '667', '281', '479', '781', '815']
['217', '205', '160', '776', '254', '96', '541', '618', '755', '280', '655', '724', '687', '562', '790', '730', '164', '635', '711', '181']
['664', '767', '430', '688', '969', '395', '272', '620', '394', '82', '563', '645', '513', '325', '441', '355', '47', '698', '807', '656']
['213', '839', '556', '301', '262', '20', '555', '510', '520', '286', '391', '310', '860', '450', '845', '854', '868', '666', '795', '731']
['978', '982', '341', '852', '904', '83', '289', '342', '313', '56', '985', '113', '894', '962', '642', '505', '54', '517', '671', '583']
['271', '956', '772', '588', '616', '174', '748', '686', '348', '388', '598', '528', '888', '632', '451', '467', '721', '633', '169', '628']
['545', '718', '703', '151', '172', '273', '522', '484', '166', '469', '148', '98', '559', '66', '219', '78', '417', '930', '909', '122']
['922', '461', '822', '870', '917', '55', '640', '228', '787', '141', '269', '571', '693', '941', '50', '890', '356', '538', '661', '326']
['600', '779', '17', '453', '596', '546', '99', '101', '193', '114', '674', '405', '305', '235', '999', '893', '990', '875', '399', '144']
['427', '850', '449', '951', '190', '945', '80', '914', '895', '859', '137', '433', '246', '892', '423', '363', '502', '742', '550', '299']
['883', '996', '5', '94', '194', '437', '162', '902', '968', '40', '935', '153', '947', '322', '296', '903', '810', '115', '175', '165']
['521', '650', '231', '102', '606', '252', '694', '241', '357', '754', '801', '3', '130', '477', '400', '276', '208', '896', '530', '118']
