['274', '976', '554', '947', '975', '700', '653', '54', '290', '527', '454']
['413', '188', '841', '377', '651', '303', '194', '525', '209', '284', '215']
['712', '887', '547', '852', '988', '823', '433', '448', '4', '30', '672']
['177', '736', '884', '132', '977', '339', '187', '818', '776', '831', '327']
['306', '276', '127', '840', '466', '50', '966', '195', '251', '715', '389']
['557', '331', '25', '784', '171', '77', '357', '459', '593', '997', '66']
['684', '779', '687', '138', '291', '574', '937', '140', '349', '506', '317']
['384', '227', '224', '296', '18', '475', '440', '813', '604', '174', '493']
['309', '702', '825', '311', '461', '199', '670', '374', '8', '834', '628']
['81', '336', '308', '456', '29', '623', '93', '846', '666', '526', '110']
['756', '91', '36', '257', '649', '206', '287', '128', '614', '661', '392']
['764', '957', '562', '842', '621', '401', '407', '85', '869', '113', '778']
['681', '540', '484', '147', '45', '921', '16', '347', '504', '218', '938']
['692', '412', '565', '613', '233', '740', '609', '69', '97', '47', '517']
['816', '534', '231', '334', '145', '156', '362', '305', '568', '761', '607']
['897', '998', '903', '21', '996', '747', '719', '297', '3', '936', '581']
['428', '90', '739', '533', '398', '355', '835', '629', '255', '480', '393']
['221', '419', '717', '264', '72', '173', '587', '280', '713', '95', '893']
['426', '298', '720', '932', '394', '180', '694', '595', '954', '381', '300']
['292', '708', '901', '961', '635', '19', '870', '521', '87', '65', '916']
['650', '400', '682', '757', '28', '42', '405', '910', '608', '563']
['748', '914', '965', '99', '908', '478', '891', '678', '871', '55']
['792', '385', '203', '622', '425', '979', '161', '559', '7', '423']
['926', '27', '254', '76', '416', '408', '32', '375', '164', '980']
['163', '120', '556', '918', '178', '770', '22', '885', '111', '827']
['483', '35', '875', '364', '463', '116', '186', '24', '894', '582']
['857', '668', '109', '790', '814', '868', '261', '707', '994', '630']
['722', '701', '410', '105', '541', '510', '602', '330', '462', '989']
['70', '13', '905', '457', '490', '37', '866', '250', '424', '371']
['33', '34', '166', '802', '0', '452', '985', '48', '236', '586']
['455', '301', '9', '679', '683', '718', '674', '638', '359', '597']
['222', '92', '328', '146', '856', '767', '782', '634', '479', '624']
['216', '984', '637', '725', '444', '44', '763', '148', '820', '500']
['335', '245', '386', '863', '564', '655', '956', '286', '497', '612']
['928', '220', '872', '509', '721', '951', '244', '945', '337', '848']
['62', '26', '345', '67', '469', '432', '200', '112', '94', '260']
['204', '141', '896', '78', '56', '665', '318', '849', '486', '40']
['570', '197', '749', '285', '160', '242', '839', '88', '795', '704']
['889', '477', '657', '191', '794', '895', '279', '82', '150', '288']
['422', '742', '760', '449', '689', '934', '647', '548', '733', '312']
['962', '735', '58', '845', '750', '737', '20', '805', '332', '789']
['31', '797', '800', '373', '619', '536', '919', '600', '598', '43']
['811', '395', '213', '341', '266', '513', '648', '781', '804', '573']
['987', '496', '435', '38', '380', '498', '253', '310', '659', '639']
['843', '223', '567', '939', '211', '633', '168', '520', '583', '234']
['464', '229', '927', '899', '924', '383', '847', '5', '777', '348']
['427', '544', '599', '262', '772', '14', '511', '319', '652', '654']
['709', '531', '226', '688', '503', '561', '703', '644', '487', '403']
['465', '225', '904', '705', '136', '159', '399', '472', '304', '321']
['59', '100', '415', '275', '603', '964', '41', '494', '529', '492']
['131', '571', '143', '753', '468', '239', '198', '151', '716', '917']
['585', '982', '695', '854', '434', '991', '656', '787', '129', '488']
['931', '940', '762', '658', '83', '833', '235', '243', '995', '771']
['49', '642', '519', '690', '315', '605', '950', '821', '252', '282']
['851', '867', '182', '185', '952', '576', '890', '524', '240', '277']
['247', '974', '142', '532', '775', '981', '201', '358', '999', '175']
['96', '575', '822', '281', '874', '446', '271', '232', '743', '552']
['52', '935', '208', '367', '514', '343', '114', '933', '338', '278']
['640', '269', '615', '523', '157', '522', '212', '949', '210', '788']
['888', '217', '404', '969', '706', '53', '810', '592', '837', '214']
['620', '196', '73', '101', '596', '436', '815', '838', '124', '165']
['569', '723', '184', '516', '685', '74', '543', '372', '729', '877']
['360', '476', '865', '1', '326', '438', '819', '549', '616', '68']
['986', '17', '11', '313', '696', '193', '104', '601', '263', '115']
['850', '361', '584', '944', '973', '758', '673', '391', '122', '445']
['645', '798', '632', '799', '992', '397', '752', '378', '578', '538']
['959', '829', '941', '626', '63', '970', '768', '501', '675', '550']
['354', '139', '489', '406', '219', '610', '806', '880', '350', '388']
['64', '60', '467', '417', '84', '515', '946', '606', '662', '923']
['572', '241', '898', '555', '256', '437', '80', '181', '123', '731']
['130', '920', '643', '929', '482', '530', '677', '283', '860', '249']
['589', '545', '228', '491', '774', '907', '855', '892', '968', '791']
['322', '402', '714', '137', '125', '741', '671', '86', '727', '246']
['983', '796', '108', '183', '314', '745', '925', '98', '812', '660']
['207', '102', '153', '453', '460', '505', '754', '162', '793', '351']
['879', '710', '451', '265', '844', '118', '144', '955', '179', '119']
