['928', '769', '797', '229', '682', '425', '558', '846', '411', '641']
['171', '11', '36', '865', '446', '94', '577', '801', '487', '502']
['640', '926', '274', '976', '857', '988', '930', '601', '299', '174']
['691', '2', '313', '193', '19', '399', '666', '235', '614', '365']
['780', '756', '751', '430', '718', '257', '649', '525', '389', '877']
['130', '91', '856', '77', '934', '452', '275', '80', '472', '581']
['426', '449', '901', '72', '155', '623', '98', '871', '771', '831']
['631', '309', '416', '147', '864', '574', '150', '768', '270', '704']
['567', '591', '784', '183', '929', '348', '499', '7', '285', '55']
['409', '344', '89', '318', '839', '485', '481', '504', '699', '249']
['320', '767', '750', '367', '966', '747', '676', '777', '566', '628']
['897', '803', '720', '145', '774', '609', '93', '588', '973', '175']
['709', '223', '342', '45', '194', '303', '732', '297', '387', '524']
['269', '513', '833', '212', '706', '985', '366', '707', '604', '445']
['637', '311', '529', '484', '618', '339', '521', '486', '388', '549']
['336', '52', '959', '832', '108', '353', '602', '408', '943', '203']
['306', '878', '728', '447', '463', '82', '506', '994', '818', '528']
['692', '477', '915', '35', '595', '380', '352', '242', '170', '124']
['786', '96', '740', '0', '253', '713', '61', '440', '349', '260']
['742', '17', '799', '908', '104', '944', '937', '674', '286', '278']
['197', '293', '851', '6', '848', '437', '999', '911', '616', '317']
['636', '746', '396', '149', '407', '726', '438', '321', '500', '938']
['247', '961', '479', '398', '795', '133', '776', '787', '968', '917']
['369', '516', '63', '501', '206', '378', '88', '597', '773', '788']
['702', '254', '932', '903', '507', '518', '173', '979', '671', '522']
['853', '816', '153', '329', '805', '653', '46', '654', '834', '43']
['798', '593', '914', '99', '895', '814', '655', '902', '71', '312']
['196', '957', '544', '646', '180', '896', '823', '605', '870', '300']
['258', '176', '267', '377', '56', '186', '820', '314', '813', '86']
['142', '127', '241', '942', '905', '802', '835', '508', '372', '234']
['984', '887', '606', '772', '996', '288', '891', '638', '255', '607']
['216', '33', '390', '910', '18', '441', '586', '494', '568', '989']
['748', '809', '852', '545', '622', '166', '578', '997', '418', '761']
['557', '163', '722', '935', '532', '757', '135', '993', '703', '371']
['224', '723', '444', '26', '686', '561', '256', '677', '873', '30']
['645', '202', '749', '920', '701', '992', '970', '379', '218', '392']
['385', '998', '983', '296', '109', '478', '250', '665', '201', '195']
['872', '963', '991', '754', '79', '498', '144', '716', '860', '858']
['987', '710', '220', '978', '439', '225', '182', '125', '261', '893']
['764', '134', '632', '900', '302', '647', '459', '401', '594', '230']
['667', '705', '794', '954', '361', '433', '187', '243', '995', '617']
['879', '792', '443', '28', '467', '132', '752', '5', '815', '68']
['496', '429', '394', '420', '114', '548', '819', '919', '236', '629']
['207', '211', '505', '239', '543', '362', '24', '263', '246', '277']
['354', '940', '58', '217', '12', '830', '719', '972', '517', '958']
['712', '736', '415', '949', '634', '738', '350', '48', '3', '65']
['562', '615', '575', '924', '268', '849', '341', '356', '838', '291']
['226', '31', '725', '221', '143', '836', '57', '874', '442', '190']
['455', '572', '100', '921', '14', '22', '382', '324', '538', '40']
['571', '657', '626', '491', '83', '279', '862', '700', '304', '733']
['117', '509', '965', '375', '332', '711', '909', '333', '785', '612']
['565', '105', '867', '456', '679', '951', '633', '431', '804', '624']
['531', '231', '840', '219', '76', '730', '960', '136', '289', '673']
['64', '360', '461', '200', '148', '310', '495', '473', '882', '724']
['687', '791', '642', '969', '610', '933', '47', '405', '272', '179']
['325', '899', '460', '683', '417', '907', '855', '946', '727', '123']
['684', '953', '141', '322', '373', '546', '383', '95', '956', '450']
['427', '59', '73', '213', '796', '451', '172', '844', '535', '955']
['556', '139', '663', '112', '154', '458', '119', '582', '488', '363']
['27', '982', '947', '157', '904', '406', '583', '952', '630', '232']
['204', '307', '422', '898', '822', '462', '925', '271', '729', '660']
['60', '264', '469', '74', '492', '273', '793', '122', '370', '598']
['829', '265', '859', '116', '51', '821', '559', '359', '66', '240']
['497', '184', '453', '323', '596', '358', '812', '923', '661', '326']
['986', '990', '146', '554', '850', '875', '945', '161', '305', '778']
['465', '228', '651', '648', '84', '530', '198', '810', '881', '892']
['650', '883', '102', '410', '694', '550', '536', '115', '600', '252']
['800', '735', '208', '276', '400', '489', '357', '118', '662', '916']
