['334', '503', '770', '212', '401', '270', '221', '247', '34', '880', '832', '241', '992', '808', '930', '355', '495', '264', '622', '268']
['311', '757', '292', '646', '728', '655', '504', '837', '572', '253', '261', '235', '391', '291', '33', '669', '856', '314', '719', '671']
['625', '964', '71', '107', '96', '469', '595', '343', '766', '791', '443', '325', '147', '263', '310', '3', '354', '276', '954', '232']
['850', '160', '271', '424', '321', '121', '293', '940', '386', '242', '920', '749', '571', '23', '667', '149', '875', '515', '181', '552']
['819', '799', '519', '402', '863', '971', '563', '420', '553', '290', '568', '482', '146', '800', '369', '991', '975', '479', '868', '849']
['496', '157', '840', '739', '689', '490', '680', '363', '570', '540', '603', '104', '902', '286', '771', '524', '398', '944', '912', '795']
['988', '560', '493', '556', '836', '901', '342', '182', '41', '462', '742', '905', '696', '652', '911', '282', '743', '22', '458', '133']
['324', '335', '426', '137', '624', '871', '494', '464', '532', '564', '56', '437', '234', '124', '191', '632', '367', '657', '35', '54']
['688', '939', '879', '183', '84', '350', '673', '955', '434', '619', '546', '768', '257', '69', '542', '487', '2', '397', '628', '773']
['27', '274', '331', '176', '679', '452', '201', '919', '307', '648', '755', '318', '42', '607', '40', '929', '161', '436', '815', '7']
['982', '969', '718', '774', '846', '245', '895', '166', '732', '433', '280', '255', '259', '665', '981', '465', '39', '861', '404', '730']
['73', '340', '83', '6', '874', '202', '772', '691', '29', '471', '788', '631', '786', '302', '910', '735', '467', '651', '630', '299']
['409', '60', '112', '287', '715', '956', '492', '389', '722', '775', '526', '403', '179', '417', '638', '942', '558', '442', '431', '716']
['308', '523', '205', '248', '359', '917', '226', '796', '484', '323', '407', '973', '110', '724', '544', '599', '105', '266', '281', '761']
['316', '828', '190', '764', '224', '17', '77', '794', '109', '685', '843', '717', '267', '820', '909', '889', '100', '720', '164', '122']
['59', '461', '26', '898', '265', '596', '236', '385', '428', '908', '934', '862', '260', '968', '393', '987', '897', '903', '913', '711']
['92', '978', '49', '449', '289', '994', '215', '306', '878', '726', '745', '748', '562', '790', '315', '847', '475', '97', '925', '216']
['767', '491', '822', '21', '877', '567', '798', '444', '914', '518', '531', '336', '694', '551', '520', '860', '695', '298', '864', '538']
['557', '368', '218', '231', '463', '136', '758', '358', '246', '660', '507', '948', '582', '785', '935', '64', '514', '634', '74', '24']
