['496', '217', '924', '911', '432']
['846', '318', '668', '416', '122']
['886', '467', '403', '835', '462']
['333', '23', '885', '561', '622']
['456', '140', '723', '629', '511']
['633', '868', '789', '275', '736']
['801', '209', '841', '612', '92']
['43', '719', '143', '546', '967']
['725', '600', '602', '106', '675']
['798', '360', '666', '576', '498']
['121', '288', '579', '984', '236']
['91', '525', '399', '317', '477']
['277', '295', '191', '870', '989']
['488', '780', '777', '252', '265']
['369', '49', '845', '101', '822']
['256', '701', '222', '700', '529']
['10', '938', '410', '628', '637']
['688', '805', '520', '598', '708']
['337', '541', '88', '243', '1']
['522', '119', '241', '7', '39']
['829', '994', '831', '686', '84']
['843', '212', '745', '560', '111']
['608', '850', '527', '183', '996']
['294', '526', '110', '163', '634']
['293', '201', '583', '228', '680']
['968', '803', '712', '595', '516']
['291', '975', '27', '940', '366']
['717', '382', '170', '386', '367']
['391', '797', '690', '871', '699']
['493', '759', '960', '443', '21']
['917', '508', '240', '172', '325']
['813', '36', '778', '46', '345']
['406', '855', '837', '108', '296']
['773', '231', '524', '234', '710']
['696', '760', '889', '958', '552']
['951', '515', '709', '57', '31']
['453', '953', '930', '627', '5']
['895', '424', '884', '123', '80']
['126', '807', '26', '817', '667']
['305', '838', '192', '414', '941']
['519', '195', '9', '76', '207']
['656', '71', '505', '707', '404']
['301', '286', '742', '644', '461']
['204', '750', '374', '272', '820']
['285', '926', '591', '167', '584']
['729', '769', '774', '226', '116']
['581', '572', '133', '248', '888']
['544', '802', '874', '950', '616']
['157', '34', '816', '624', '890']
['117', '254', '184', '270', '38']
['740', '674', '825', '549', '504']
['426', '70', '550', '781', '169']
['900', '190', '506', '952', '308']
['834', '185', '61', '104', '746']
['469', '423', '762', '532', '615']
['791', '312', '783', '604', '976']
['507', '786', '768', '417', '268']
['647', '162', '955', '927', '323']
['490', '402', '307', '743', '313']
['539', '969', '932', '392', '97']
['89', '828', '513', '44', '182']
['605', '324', '72', '433', '582']
['400', '497', '748', '687', '923']
['877', '68', '747', '95', '279']
['882', '766', '567', '99', '864']
['867', '304', '200', '652', '146']
['448', '869', '988', '389', '395']
['415', '977', '53', '251', '81']
['714', '160', '921', '351', '590']
['695', '920', '52', '446', '585']
['749', '669', '258', '558', '131']
['327', '787', '202', '17', '435']
['371', '342', '764', '575', '218']
['594', '94', '418', '563', '915']
['991', '352', '129', '40', '452']
['460', '93', '198', '263', '434']
['168', '322', '683', '149', '73']
['405', '875', '738', '385', '999']
['727', '945', '568', '205', '125']
['276', '316', '451', '925', '553']
['264', '823', '936', '393', '282']
['472', '483', '459', '518', '56']
['492', '485', '918', '130', '166']
['60', '152', '320', '476', '580']
['24', '990', '259', '872', '87']
['471', '962', '428', '818', '412']
['643', '388', '609', '979', '466']
['706', '266', '645', '799', '436']
['67', '90', '922', '197', '42']
['144', '724', '134', '253', '150']
['394', '691', '501', '213', '685']
['592', '419', '804', '63', '30']
['621', '839', '929', '811', '599']
['547', '278', '13', '610', '626']
['455', '261', '649', '362', '401']
['753', '383', '557', '893', '164']
['58', '919', '830', '0', '298']
['420', '449', '229', '731', '153']
['663', '491', '336', '339', '206']
['247', '132', '107', '863', '681']
['566', '303', '437', '737', '512']
['543', '806', '464', '174', '28']
['353', '127', '257', '827', '665']
['347', '429', '574', '173', '177']
['62', '570', '411', '607', '478']
['440', '832', '842', '239', '237']
['77', '372', '109', '733', '509']
['965', '821', '523', '603', '331']
['154', '299', '230', '998', '980']
