['425', '229', '844', '769', '797', '213', '796', '268', '411', '641']
['375', '951', '456', '105', '382', '867', '624', '70', '927', '810']
['825', '909', '503', '333', '509', '559', '75', '117', '965', '974']
['332', '222', '160', '964', '357', '582', '596', '626', '339', '304']
['414', '391', '733', '529', '81', '657', '571', '311', '549', '50']
['630', '22', '538', '100', '455', '40', '572', '282', '600', '678']
['714', '58', '442', '838', '958', '836', '57', '356', '562', '424']
['517', '106', '90', '419', '238', '698', '625', '404', '410', '670']
['680', '609', '634', '349', '112', '784', '48', '61', '440', '381']
['119', '674', '17', '230', '908', '104', '900', '354', '12', '830']
['890', '884', '681', '620', '863', '156', '84', '39', '826', '4']
['892', '831', '771', '72', '98', '449', '426', '149', '786', '938']
['715', '777', '206', '966', '628', '378', '501', '566', '747', '54']
['676', '181', '895', '240', '814', '798', '116', '246', '263', '277']
['41', '399', '191', '691', '313', '316', '198', '115', '614', '781']
['307', '114', '629', '819', '236', '496', '919', '233', '662', '731']
['162', '995', '28', '667', '705', '879', '815', '433', '361', '847']
['954', '789', '950', '92', '49', '936', '474', '766', '244', '276']
['319', '302', '364', '647', '594', '510', '695', '632', '459', '120']
['764', '870', '196', '180', '605', '957', '544', '301', '924', '326']
['168', '903', '97', '173', '217', '1', '512', '702', '254', '564']
['972', '685', '666', '359', '235', '19', '859', '371', '532', '163']
['402', '498', '220', '144', '858', '182', '893', '991', '860', '169']
['306', '295', '537', '199', '384', '62', '413', '478', '385', '250']
['611', '167', '471', '296', '386', '74', '843', '109', '216', '922']
['34', '374', '688', '188', '651', '211', '383', '645', '218', '992']
['675', '774', '262', '320', '897', '200', '25', '738', '660', '185']
['803', '790', '124', '861', '595', '35', '913', '85', '553', '584']
['643', '668', '23', '971', '807', '340', '739', '400', '775', '806']
['493', '686', '561', '723', '256', '224', '444', '704', '309', '147']
['765', '234', '540', '127', '142', '379', '415', '372', '835', '573']
['942', '108', '832', '336', '408', '943', '52', '722', '993', '135']
['534', '441', '578', '18', '910', '622', '545', '586', '390', '948']
['33', '227', '55', '980', '285', '591', '51', '816', '329', '654']
['888', '245', '523', '606', '373', '102', '453', '984', '255', '770']
['546', '53', '533', '955', '368', '986', '73', '508', '905', '241']
['886', '520', '113', '636', '138', '298', '492', '396', '726', '511']
['526', '851', '848', '616', '197', '293', '911', '813', '258', '86']
['894', '837', '490', '885', '151', '87', '489', '868', '693', '563']
['880', '773', '788', '63', '88', '597', '279', '823', '896', '300']
['576', '452', '902', '472', '275', '99', '312', '581', '91', '281']
['80', '696', '259', '432', '67', '945', '697', '126', '146', '639']
['515', '518', '853', '979', '507', '43', '805', '671', '522', '539']
['932', '468', '541', '744', '118', '741', '435', '779', '876', '869']
['613', '795', '516', '961', '917', '369', '317', '776', '968', '346']
['247', '941', '334', '464', '619', '652', '875', '658', '448', '78']
['589', '818', '864', '878', '506', '768', '631', '82', '994', '165']
['528', '552', '962', '434', '21', '593', '760', '783', '482', '599']
['128', '828', '438', '437', '60', '407', '321', '999', '6', '755']
['469', '889', '111', '547', '583', '565', '916', '585', '370', '422']
['20', '742', '690', '937', '944', '990', '782', '799', '286', '635']
['278', '253', '0', '96', '740', '260', '713', '69', '420', '550']
['393', '477', '284', '915', '988', '29', '556', '170', '692', '939']
['687', '587', '728', '42', '463', '447', '358', '8', '982', '530']
['621', '484', '959', '521', '486', '353', '602', '618', '637', '918']
['388', '709', '194', '342', '155', '524', '732', '833', '445', '513']
['428', '403', '579', '175', '95', '360', '923', '588', '973', '15']
['221', '827', '767', '874', '367', '750', '725', '159', '850', '829']
['351', '183', '481', '929', '348', '504', '409', '7', '567', '580']
['499', '436', '623', '204', '871', '901', '822', '150', '270', '416']
['682', '718', '130', '751', '877', '856', '934', '257', '780', '558']
['649', '846', '174', '494', '926', '640', '568', '193', '365', '2']
