['949', '628', '638', '563', '531', '335', '277', '404', '885', '625']
['310', '134', '225', '884', '512', '626', '636', '786', '149', '734']
['809', '300', '177', '85', '707', '214', '364', '903', '408', '530']
['253', '195', '721', '959', '633', '136', '993', '583', '87', '325']
['963', '265', '202', '323', '373', '773', '646', '834', '950', '620']
['139', '614', '986', '308', '543', '174', '372', '272', '111', '165']
['861', '606', '51', '461', '564', '928', '603', '234', '50', '709']
['274', '978', '322', '990', '929', '619', '901', '523', '687', '528']
['458', '898', '944', '436', '586', '507', '697', '237', '228', '405']
['475', '65', '680', '682', '331', '467', '179', '296', '491', '30']
['760', '891', '451', '337', '35', '147', '367', '906', '62', '473']
['345', '106', '874', '359', '191', '221', '28', '671', '246', '262']
['666', '858', '941', '991', '504', '509', '261', '204', '463', '192']
['105', '243', '736', '97', '727', '934', '793', '778', '908', '924']
['7', '765', '453', '170', '651', '410', '597', '699', '333', '547']
['568', '772', '768', '832', '95', '862', '609', '724', '19', '595']
['144', '849', '701', '173', '925', '961', '44', '382', '39', '32']
['971', '379', '588', '267', '913', '452', '823', '706', '688', '943']
['403', '40', '622', '730', '637', '735', '733', '233', '472', '878']
['932', '866', '787', '27', '629', '647', '353', '319', '104', '227']
['276', '658', '870', '280', '70', '470', '275', '148', '987', '675']
['252', '592', '664', '882', '493', '935', '352', '160', '256', '45']
['613', '304', '780', '347', '653', '254', '812', '764', '469', '814']
['807', '36', '117', '627', '860', '880', '703', '541', '91', '540']
['969', '774', '947', '918', '168', '529', '206', '696', '312', '489']
['154', '409', '890', '676', '22', '911', '462', '751', '570', '122']
['922', '791', '496', '140', '83', '482', '384', '279', '390', '197']
['838', '484', '561', '952', '129', '9', '438', '904', '917', '555']
['224', '542', '837', '200', '348', '514', '997', '193', '725', '497']
['670', '21', '678', '601', '958', '295', '349', '454', '339', '669']
['418', '794', '113', '428', '729', '550', '933', '92', '973', '826']
['559', '284', '466', '316', '611', '748', '201', '684', '965', '692']
